Record ID#,Jurisdiction Name,State,Jurisdiction Type,Date,Description,Finance Mechanism,"""Other"" Comment",Purpose,Total Funds at Stake,Conservation Funds at Stake,Total Funds Approved,Conservation Funds Approved,Pass?,Status,VotesYes,VotesNo,Total Votes,% Yes,% No,Notes,Expiration?,Year of Expiration,Year of Renewal,FIPS1,FIPS,Related Code - Political DB
6641,Montville Township,NJ,Municipal,11/2/1999,"Municipal Question 1, 10-year, .02 cent per $100 property tax increase for open space",Property tax,,Open space,"$2,664,000 ","$2,664,000 ","$2,664,000 ","$2,664,000 ",yes,Pass,"1,960","1,231","3,191",61.42%,38.58%,Morris Co,yes,2009,,3402747670,3402747670,
6642,North Brunswick Township,NJ,Municipal,11/2/1999,"Municipal Question, .03 cents per $100 property tax increase for open space, recreation, farmland, historic preservation",Property tax,,"Open space, farmland, recreation","$14,142,180 ","$14,142,180 ","$14,142,180 ","$14,142,180 ",yes,Pass,"4,050","1,686","5,736",70.61%,29.39%,Middlesex Co.,no,,,3402352560,3402352560,
6643,North Hanover Township,NJ,Municipal,11/2/1999,"Public Question, .02 cents per $100 property tax dedication for farmland, open space, recreation, historic preservation",Property tax,,"Open space, farmland, recreation","$798,000 ","$798,000 ","$798,000 ","$798,000 ",yes,Pass,585,188,773,75.68%,24.32%,Burlington Co.,no,,,3400553070,3400553070,
6644,Westampton Township,NJ,Municipal,11/2/1999,"Township Open Space Ballot Measure, .02 cent per $100 property tax increase for open space, farmland",Property tax,,"Open space, farmland","$1,764,920 ","$1,764,920 ","$1,764,920 ","$1,764,920 ",yes,Pass,797,422,"1,219",65.38%,34.62%,Burlington Co,no,,,3400578200,3400578200,
6645,Warren County,NJ,County,11/2/1999,"County Question 2, .01 cent per $100 property tax increase for open space, farmland, recreation, historic preservation",Property tax,,"Open space, recreation, farmland","$50,007,480 ","$50,007,480 ","$50,007,480 ","$50,007,480 ",yes,Pass,"10,616","7,235","17,851",59.47%,40.53%,,no,,,34041,34041,34041
6646,West Amwell Township,NJ,Municipal,11/2/1999,"Public Question, .02 cents per $100 property tax increase for open space, farmland, recreation, historic preservation",Property tax,,"Open space, farmland, recreation","$927,240 ","$927,240 ","$927,240 ","$927,240 ",yes,Pass,446,200,646,69.04%,30.96%,Hunterdon Co,no,,,3401978230,3401978230,
6647,Tewksbury Township,NJ,Municipal,11/2/1999,"Open Space Referendum Question, .02 cent per $100 property tax increase for open space, farmland, easements",Property tax,,"Open space, farmland","$8,364,480 ","$8,364,480 ","$8,364,480 ","$8,364,480 ",yes,Pass,988,465,"1,453",68.00%,32.00%,Hunterdon Co,no,,,3401972510,3401972510,
6648,Bethlehem Township,NJ,Municipal,11/2/1999,"Property tax increase for open space, farmland preservation, parks and recreation",Property tax,,"open space, farmland, parks, recreation","$2,500,000 ","$2,500,000 ","$2,500,000 ","$2,500,000 ",yes,Pass,,,,,,Hunterdon Co 61/39,no,,,3401905650,3401905650,
6649,South Orange Village Township,NJ,Municipal,11/2/1999,"Property tax dedication for open space, historic preservation, parks",Property tax,,"Open space, parks, recreation","$1,996,000 ","$1,996,000 ","$1,996,000 ","$1,996,000 ",yes,Pass,"1,562",497,"2,059",75.86%,24.14%,Essex Co,no,,,3401369274,3401369274,
6650,Oceanport Borough,NJ,Municipal,11/2/1999,Dedicate portion of property tax to establish Open Space Preservation Fund,Property tax,,Open space,"$230,000 ","$230,000 ","$230,000 ","$230,000 ",yes,Pass,,,,,,Monmouth Co 67/33,no,,,3402554570,3402554570,
6651,Old Tappan Borough,NJ,Municipal,11/2/1999,"5-year, .01 cent per $100 property tax increase for open space, recreation, farmland, historic preservation",Property tax,,Open space,"$350,000 ","$350,000 ","$350,000 ","$350,000 ",yes,Pass,"1,146",444,"1,590",72.08%,27.92%,Bergen Co,no,2004,,3400354870,3400354870,
9424,Shrewsbury Borough,NJ,Municipal,11/2/1999,"5-year, .75 of 1 cent per $100 property tax increase for the preservation of open space and recreational lands",Property tax,,"Open space, recreation","$395,666 ","$395,666 ","$395,666 ","$395,666 ",yes,Pass,314,248,562,55.87%,44.13%,Monmouth County,no,2004,,3402567350,3402567350,
9464,Edgewater Borough,NJ,Municipal,11/2/1999,"3 cents per $100 property tax for the preservation of a marina, open space, and recreational lands",Property tax,,"Open space, recreation","$6,376,946 ","$6,376,946 ","$6,376,946 ","$6,376,946 ",yes,Pass,628,548,"1,176",53.40%,46.60%,Bergen County,no,,,3400320020,3400320020,
9854,Springfield Township,NJ,Municipal,11/2/1999,2 cents per $100 property tax for open space preservation,Property tax,,Open space,"$822,420 ","$822,420 ","$822,420 ","$822,420 ",yes,Pass,,,,,,Burlington County,no,,,3400569990,3400569990,
6440,Asheville,NC,Municipal,5/12/1999,"Question, Bond for open space, natural areas, greenways, easements, playgrounds, parks, recreation",Bond,,"Parks, greenways, open space, recreation","$18,000,000 ","$18,000,000 ",,,no,Fail,"2,656","3,022","5,678",46.78%,53.22%,,no,,,3702140,3702140,
6442,Mecklenburg County,NC,County,11/2/1999,"Land Purchase Bonds, Bond for open space, schools, other county purposes",Bond,,Open space,"$220,000,000 ","$106,000,000 ","$220,000,000 ","$106,000,000 ",yes,Pass,"61,455","39,914","101,369",60.63%,39.37%,,no,,,37119,37119,37119
6443,Mecklenburg County,NC,County,11/2/1999,"Parks and Recreation Facilities Bond, Bond for parks, recreation",Bond,,"Parks, recreation","$52,000,000 ","$16,000,000 ","$52,000,000 ","$16,000,000 ",yes,Pass,"70,672","31,090","101,762",69.45%,30.55%,,no,,,37119,37119,37119
8049,Savage,MN,Municipal,11/2/1999,Bond for recreational purposes,Bond,,Recreation,"$5,000,000 ","$1,000,000 ","$5,000,000 ","$1,000,000 ",yes,Pass,"1,884","1,804","3,688",51.08%,48.92%,,no,,,2758738,2758738,
6418,Ann Arbor,MI,Municipal,11/2/1999,"Ann Arbor City Charter Amendment, 5-year, .5 mill property tax increase for parks",Property tax,,Parks,"$7,600,535 ","$7,600,535 ","$7,600,535 ","$7,600,535 ",yes,Pass,"6,761","3,667","10,428",64.84%,35.16%,,yes,2004,,2603000,2603000,
6413,Maine,ME,State,11/2/1999,"Question 7, Bond for open space, water access, recreation, wildlife habitat, farmland, easements",Bond,,"Open space, recreation, watershed protection, farmland, wildlife habitat","$50,000,000 ","$50,000,000 ","$50,000,000 ","$50,000,000 ",yes,Pass,"282,512","128,972","411,484",68.66%,31.34%,,no,,,23,23,23
6271,Libertyville,IL,Municipal,2/23/1999,Bond for open space,Bond,,Open space,"$37,000,000 ","$37,000,000 ",,,no,Fail,"2,804","3,300","6,104",45.94%,54.06%,Lake County,no,,,1709743263,1709743263,
6273,Lake County Forest Preserve District,IL,County,4/13/1999,"Lake County Forest Preserve District, Bond issue for forests, wildlife habitats, trails, greenways, wetlands, prairies, flood control, recreation, education, historic facilities",Bond,,"Forests, recreation, watershed protection, forests, trails, greenways, wildlife habitat","$55,000,000 ","$55,000,000 ","$55,000,000 ","$55,000,000 ",yes,Pass,"50,847","26,425","77,272",65.80%,34.20%,,no,,,17097,17097,17097
6274,Kane County Forest Preserve District,IL,County,4/13/1999,"Kane County Forest Preserve District, Bond for forests, wetlands, natural lands, wildlife habitat, water quality, flood control protection, trails, recreation, educational programs",Bond,,"Forests, open space, parks, recreation, watershed protection, trails, wildlife habitat","$70,000,000 ","$70,000,000 ","$70,000,000 ","$70,000,000 ",yes,Pass,"24,707","12,888","37,595",65.72%,34.28%,,no,,,17089,17089,17089
6275,Homer Township,IL,Municipal,4/13/1999,"Referendum, Bond for acquiring, maintaining open space",Bond,,Open space,"$8,000,000 ","$8,000,000 ","$8,000,000 ","$8,000,000 ",yes,Pass,"2,562","1,356","3,918",65.39%,34.61%,Will County,no,,,1719735827,1719735827,
6276,Glen Ellyn Park District,IL,Municipal,4/13/1999,Bond issue to purchase a specific property,Bond,,Open space,"$3,500,000 ","$3,500,000 ","$3,500,000 ","$3,500,000 ",yes,Pass,,,,,,DuPage County 56/44,no,,,1729756,1729756,
6278,Will County Forest Preserve District,IL,County,4/13/1999,"Forest Preserve District of Will County Referendum, Bond for forests, wetlands, prairies, natural lands, wildlife habitats, flood control, education, trails, recreation",Bond,,"Forests, open space, recreation, watershed protection, trails, wildlife habitat","$70,000,000 ","$70,000,000 ","$70,000,000 ","$70,000,000 ",yes,Pass,"33,875","25,510","59,385",57.04%,42.96%,,no,,,17197,17197,17197
6241,Blaine County,ID,County,5/27/1999,"10-year, Bond for open space, wildlife habitat, recreation, scenic corridors, farmland, conservation easesments",Bond,,"Open space, recreation, wildlife habitat, greenways, farmland","$6,500,000 ","$6,500,000 ",,,no,Fail,"1,228","1,234","2,462",49.88%,50.12%,,no,,,16013,16013,16013
6191,Sarasota County,FL,County,3/16/1999,"Question 1, .25 mill property tax increase for acquiring, managing environmentally sensitive lands",Property tax,,wildlife habitat,"$104,171,020 ","$93,753,920 ","$104,171,020 ","$93,753,920 ",yes,Pass,"21,630","11,658","33,288",64.98%,35.02%,,no,,,12115,12115,12115
6192,Sarasota County,FL,County,3/16/1999,"Question 2, Bond for acquiring, managing environmentally sensitive lands",Bond,,Wildlife habitat,,,,,yes,Pass,"22,369","10,723","33,092",67.60%,32.40%,Bond authorization of $53M,no,,,12115,12115,12115
6204,Miami Beach,FL,Municipal,11/2/1999,"Bond for parks, public beaches",Bond,,"Parks, watershed protection","$24,830,000 ","$24,830,000 ","$24,830,000 ","$24,830,000 ",yes,Pass,"4,507","3,408","7,915",56.94%,43.06%,,no,,,1245025,1245025,
7394,Palm Beach County,FL,County,3/9/1999,Bond issue for agriculture and environmentally sensitive lands,Bond,,"Farmland, greenways, open space","$150,000,000 ","$150,000,000 ","$150,000,000 ","$150,000,000 ",yes,Pass,"66,519","34,052","100,571",66.14%,33.86%,,no,,,12099,12099,12099
6189,Newark,DE,Municipal,11/2/1999,Bond for acquisition of specified parcel,Bond,,Open space,"$4,250,000 ","$4,250,000 ","$4,250,000 ","$4,250,000 ",yes,Pass,"1,810",652,"2,462",73.52%,26.48%,,no,,,1050670,1050670,
6169,Cheshire,CT,Municipal,11/2/1999,"Question 2, Bond for recreation, open space, education",Bond,,"Open space, recreation","$500,000 ","$500,000 ","$500,000 ","$500,000 ",yes,Pass,"3,942","2,131","6,073",64.91%,35.09%,New Haven County,no,,,900914160,900914160,
6171,Danbury,CT,Municipal,11/2/1999,Portion of larger bond devoted to open space and recreation investments,Bond,,"Open space, recreation","$2,800,000 ","$2,800,000 ","$2,800,000 ","$2,800,000 ",yes,Pass,"2,902",788,"3,690",78.64%,21.36%,,no,,,900118500,900118500,
6181,Glastonbury,CT,Municipal,11/2/1999,"Bond for open space, conservation easements",Bond,,Open space,"$3,000,000 ","$3,000,000 ","$3,000,000 ","$3,000,000 ",yes,Pass,"4,788","1,715","6,503",73.63%,26.37%,,no,,,900331240,900331240,
6185,Rocky Hill,CT,Municipal,11/2/1999,"Question 2, Bond for open space, recreation",Bond,,"Open space, recreation","$1,000,000 ","$1,000,000 ","$1,000,000 ","$1,000,000 ",yes,Pass,"2,150","1,158","3,308",64.99%,35.01%,,no,,,900365370,900365370,
9888,Brookfield,CT,Municipal,1/26/1999,Bond for the protection of Burr Farm,Bond,,"Open space, farmland, recreation","$1,231,000 ","$1,231,000 ","$1,231,000 ","$1,231,000 ",yes,Pass,"1,816",222,"2,038",89.11%,10.89%,Question 1,no,,,900108980,900108980,
9889,Brookfield,CT,Municipal,1/26/1999,Bond for the purchase of Happy Landings Farm,Bond,,"Open space, farmland, recreation","$1,477,600 ","$1,477,600 ","$1,477,600 ","$1,477,600 ",yes,Pass,"1,805",219,"2,024",89.18%,10.82%,Question 2,no,,,900108980,900108980,
10020,Old Saybrook,CT,Municipal,2/10/1999,Bond for open space acquisition,Bond,,Open space,"$1,600,000 ","$1,600,000 ","$1,600,000 ","$1,600,000 ",yes,Pass,"1,656",818,"2,474",66.94%,33.06%,,no,,,900757320,900757320,
6111,Adams County,CO,County,11/2/1999,"7-year, 1/5 percent sales tax increase for open space, farmland, wildlife, watersheds, parks, recreation",Sales tax,,"Open space, parks, recreation, watershed protection, farmland","$38,500,000 ","$38,500,000 ","$38,500,000 ","$38,500,000 ",yes,Pass,"28,066","18,894","46,960",59.77%,40.23%,,yes,2006,,8001,8001,8001
6114,Pitkin County,CO,County,11/2/1999,"Referendum 1A, 10-year, 2.5 mill property tax extension, 1.25 mill property tax increase, bond authorization for land acquisition, improvements for open space, trails",Property tax,,"Open space, trails","$56,000,000 ","$53,200,000 ","$56,000,000 ","$53,200,000 ",yes,Pass,"2,445","1,107","3,552",68.83%,31.17%,,yes,2014,,8097,8097,8097
6115,Summit County,CO,County,11/2/1999,"Referred Measure 1A, 10-year, Property tax increase for open space, scenic views, historic sites, wildlife habitat, trails,",Property tax,,Open space,"$30,000,000 ","$30,000,000 ","$30,000,000 ","$30,000,000 ",yes,Pass,"2,414","1,297","3,711",65.05%,34.95%,,yes,2009,,8117,8117,8117
6125,Nederland,CO,Municipal,11/2/1999,Allow use of excess tax revenues for open space preservation,Other,Budget allocation,open space,,,,,yes,Pass,280,114,394,71.07%,28.93%,,no,,,853175,853175,
6126,Nederland,CO,Municipal,11/2/1999,Advisory measure to authorize acquisition of specified open space parcel,Other,Advisory measure,Open space,,,,,yes,Pass,242,154,396,61.11%,38.89%,,no,,,853175,853175,
6127,Larimer County,CO,County,11/2/1999,"Initiated Issue 100, 15-year, .25 percent sales tax extension for acquiring, managing, improving open space, natural areas, wildlife habitat, parks, trails",Sales tax,,"Open space, parks, trails, wildlife habitat","$170,000,000 ","$54,000,000 ","$170,000,000 ","$54,000,000 ",yes,Pass,"28,433","19,203","47,636",59.69%,40.31%,,yes,2018,,8069,8069,8069
6128,Lafayette,CO,Municipal,11/2/1999,"Ballot Issue 2A, 5-year, .25 percent sales tax incrase for open space",Sales tax,,Open space,"$3,750,000 ","$3,750,000 ","$3,750,000 ","$3,750,000 ",yes,Pass,"1,788","1,000","2,788",64.13%,35.87%,,yes,2004,,841835,841835,
6129,Erie,CO,Municipal,11/2/1999,"Ballot Issue 2A, .25 percent sales tax increase $5 million bond authorization for open space, trails",Sales tax,,"Open space, trails","$14,000,000 ","$14,000,000 ",,,no,Fail,312,315,627,49.76%,50.24%,,no,,,824950,824950,
6130,Clear Creek County,CO,County,11/2/1999,"Referendum 1B, 1 mill property tax increase for open space",Property tax,,Open space,"$3,740,000 ","$2,805,000 ","$3,740,000 ","$2,805,000 ",yes,Pass,"1,489","1,362","2,851",52.23%,47.77%,,no,,,8019,8019,8019
6139,Boulder County,CO,County,11/2/1999,"County Issue 1A, 10-year, .25 percent sales tax extension for open space, trails",Sales tax,,"Open space, trails","$123,500,000 ","$123,500,000 ","$123,500,000 ","$123,500,000 ",yes,Pass,"35,190","15,630","50,820",69.24%,30.76%,,yes,2019,,8013,8013,8013
6147,Brighton,CO,Municipal,11/2/1999,"Sales tax reallocation for open space, trails",Sales tax,,"Open space, trails","$23,526,880 ","$3,926,180 ","$23,526,880 ","$3,926,180 ",yes,Pass,"2,148","1,115","3,263",65.83%,34.17%,,no,,,808675,808675,
6148,Clear Creek County,CO,County,11/2/1999,"Referendum 1C, Bond for open space",Bond,,Open space,,,,,yes,Pass,"1,435","1,394","2,829",50.72%,49.28%,Money approved through property tax increase,no,,,8019,8019,8019
7807,Frederick,CO,Municipal,11/2/1999,"0.5% sales and use tax increase for purchase, limited development and maintenance of open space lands",Sales tax,,Open space,"$1,540,000 ","$1,540,000 ","$1,540,000 ","$1,540,000 ",yes,Pass,,,,,,"Election results unavailable, but the measure did pass",no,,,828360,828360,
6085,San Carlos,CA,Municipal,11/2/1999,"Measure G, 10-year, per parcel tax for parks",Other,Parcel tax,Parks,"$1,200,000 ",,"$1,200,000 ",,yes,Pass,"4,195","1,307","5,502",76.25%,23.75%,,yes,2009,,665070,665070,
7739,Santee,CA,Municipal,11/9/1999,Parcel tax to acquire open space,Other,Parcel tax,Open Space,,,,,no,Fail,"1,637","10,334","11,971",13.67%,86.33%,San Diego Co,no,,,670224,670224,
6065,Glendale,AZ,Municipal,11/2/1999,"Proposition 10, Bond for open space, trails",Bond,,"Open space, trails","$53,700,000 ","$53,700,000 ","$53,700,000 ","$53,700,000 ",yes,Pass,"5,169","2,424","7,593",68.08%,31.92%,,no,,,427820,427820,
6066,Phoenix,AZ,Municipal,9/7/1999,"Proposition 101, 10-year, .1 percent cent sales tax increase for open space, regional and neighborhood parks, recreation, public safety",Sales tax,,"Open space, parks, recreation","$256,000,000 ","$256,000,000 ","$256,000,000 ","$256,000,000 ",yes,Pass,"72,985","18,689","91,674",79.61%,20.39%,,yes,2009,,455000,455000,
6067,Scottsdale,AZ,Municipal,9/11/1999,"Question 1, Bond for acquisition of specified parcel",Bond,,Open space,"$200,000,000 ","$200,000,000 ","$200,000,000 ","$200,000,000 ",yes,Pass,"25,573","7,499","33,072",77.33%,22.67%,,no,,,465000,465000,
6927,Door County,WI,County,11/7/2000,Bond issue to purchase land for conservation and recreation,Bond,,"open space, recreation","$15,000,000 ","$15,000,000 ",,,no,Fail,"6,213","8,257","14,470",42.94%,57.06%,,no,,,55029,55029,55029
6917,Lake Forest Park,WA,Municipal,11/7/2000,"Bond issue to acquire, develop, and preserve parks and open space",Bond,,"parks, open space","$3,500,000 ","$2,200,000 ",,,no,Fail,"3,744","3,569","7,313",51.20%,48.80%,"60% required

King County",no,,,5337270,5337270,
6918,Seattle,WA,Municipal,11/7/2000,"8-year, property tax increase for park maintenance and acquisition",Property tax,,"Parks, open space","$59,024,000 ","$31,000,000 ","$59,024,000 ","$31,000,000 ",yes,Pass,"144,605","119,467","264,072",54.76%,45.24%,King County,no,,,5363000,5363000,
7582,University Place,WA,Municipal,2/29/2000,"Bond to provide playfields, walking trails, and to acquire land for open space and parks",Bond,,"Open space, recreation, greenways","$10,350,000 ","$7,300,000 ",,,no,Fail,"4,874","4,026","8,900",54.76%,45.24%,"Pierce County, 60% required",no,,,5373465,5373465,
6913,Burlington,VT,Municipal,11/7/2000,Advisory measure to create a Land Legacy Fund.,Other,Advisory measure,open space,,,,,yes,Pass,"12,891","4,021","16,912",76.22%,23.78%,,no,,,5010675,5010675,
6905,Henrico County,VA,County,11/7/2000,"Bond issue for recreation and parks projects, including acquisition of new park sites",Bond,,"parks, recreation","$16,000,000 ","$4,000,000 ","$16,000,000 ","$4,000,000 ",yes,Pass,"66,945","34,098","101,043",66.25%,33.75%,,no,,,51087,51087,51087
6906,Loudoun County,VA,County,11/7/2000,$7.8 million bond for acquisition and development Dulles South Regional Park,Bond,,parks,"$7,800,000 ","$7,200,000 ",,,no,Fail,"34,866","36,740","71,606",48.69%,51.31%,,no,,,51107,51107,51107
